"A.J. Green (WR, CIN)",,,20.74,,,,,,,,,,,,,,,,
"Tom Brady (QB, NE)",,,20.61,,,,,,,,,,,,,,,,
"Matt Ryan (QB, ATL)",,,20.34,,,,,,,,,,,,,,,,
"Kirk Cousins (QB, WSH)",,,20.18,,,,,,,,,,,,,,,,
"Andy Dalton (QB, CIN)",,,20.15,,,,,,,,,,,,,,,,
"Matthew Stafford (QB, DET)",,,20.09,,,,,,,,,,,,,,,,
"Le'Veon Bell (RB, PIT)",,,20.06,,,,,,,,,,,,,,,,
"David Johnson (RB, ARI)",,,19.67,,,,,,,,,,,,,,,,
"DeMarco Murray (RB, TEN)",,,19.47,,,,,,,,,,,,,,,,
"Melvin Gordon (RB, SD)",,,19.37,,,,,,,,,,,,,,,,
"Drew Brees (QB, NO)",,,19.13,,,,,,,,,,,,,,,,
"Julio Jones (WR, ATL)",,,19.12,,,,,,,,,,,,,,,,
"Antonio Brown (WR, PIT)",,,18.98,,,,,,,,,,,,,,,,
"Devonta Freeman (RB, ATL)",,,18.93,,,,,,,,,,,,,,,,
"Odell Beckham (WR, NYG)",,,18.92,,,,,,,,,,,,,,,,
"Marcus Mariota (QB, TEN)",,,18.79,,,,,,,,,,,,,,,,
"Andrew Luck (QB, IND)",,,18.69,,,,,,,,,,,,,,,,
"Aaron Rodgers (QB, GB)",,,18.35,,,,,,,,,,,,,,,,
"Todd Gurley (RB, LA)",,,18.23,,,,,,,,,,,,,,,,
"Blake Bortles (QB, JAC)",,,18.15,,,,,,,,,,,,,,,,
"Philip Rivers (QB, SD)",,,17.75,,,,,,,,,,,,,,,,
"T.Y. Hilton (WR, IND)",,,17.64,,,,,,,,,,,,,,,,
"Mike Evans (WR, TB)",,,17.6,,,,,,,,,,,,,,,,
"Tyrod Taylor (QB, BUF)",,,17.48,,,,,,,,,,,,,,,,
"Amari Cooper (WR, OAK)",,,17,,,,,,,,,,,,,,,,
"Cameron Meredith (WR, CHI)",,,16.92,,,,,,,,,,,,,,,,
"Mark Ingram (RB, NO)",,,16.64,,,,,,,,,,,,,,,,
"Jordy Nelson (WR, GB)",,,16.56,,,,,,,,,,,,,,,,
"Eli Manning (QB, NYG)",,,16.53,,,,,,,,,,,,,,,,
"Lamar Miller (RB, HOU)",,,16.47,,,,,,,,,,,,,,,,
"Allen Robinson (WR, JAC)",,,16.44,,,,,,,,,,,,,,,,
"Brandin Cooks (WR, NO)",,,16.43,,,,,,,,,,,,,,,,
"Derek Carr (QB, OAK)",,,16.4,,,,,,,,,,,,,,,,
"Marvin Jones (WR, DET)",,,16.34,,,,,,,,,,,,,,,,
"Larry Fitzgerald (WR, ARI)",,,16.17,,,,,,,,,,,,,,,,
"Colin Kaepernick (QB, SF)",,,16.08,,,,,,,,,,,,,,,,
"Brandon Marshall (WR, NYJ)",,,16.05,,,,,,,,,,,,,,,,
"Jameis Winston (QB, TB)",,,16.01,,,,,,,,,,,,,,,,
"Alex Smith (QB, KC)",,,15.91,,,,,,,,,,,,,,,,
"Jordan Howard (RB, CHI)",,,15.9,,,,,,,,,,,,,,,,
"Brian Hoyer (QB, CHI)",,,15.76,,,,,,,,,,,,,,,,
"Jamaal Charles (RB, KC)",,,15.56,,,,,,,,,,,,,,,,
"Russell Wilson (QB, SEA)",,,15.53,,,,,,,,,,,,,,,,
"Joe Flacco (QB, BAL)",,,15.44,,,,,,,,,,,,,,,,
"Emmanuel Sanders (WR, DEN)",,,15.43,,,,,,,,,,,,,,,,
"Frank Gore (RB, IND)",,,15.25,,,,,,,,,,,,,,,,
"Carson Wentz (QB, PHI)",,,15.2,,,,,,,,,,,,,,,,
"Alshon Jeffery (WR, CHI)",,,15.08,,,,,,,,,,,,,,,,
"Matt Jones (RB, WSH)",,,14.95,,,,,,,,,,,,,,,,
"DeAndre Hopkins (WR, HOU)",,,14.94,,,,,,,,,,,,,,,,
"Jarvis Landry (WR, MIA)",,,14.93,,,,,,,,,,,,,,,,
"Carson Palmer (QB, ARI)",,,14.82,,,,,,,,,,,,,,,,
"Travis Benjamin (WR, SD)",,,14.82,,,,,,,,,,,,,,,,
"C.J. Anderson (RB, DEN)",,,14.55,,,,,,,,,,,,,,,,
"Terrance West (RB, BAL)",,,14.4,,,,,,,,,,,,,,,,
"Sam Bradford (QB, MIN)",,,14.31,,,,,,,,,,,,,,,,
"Jeremy Maclin (WR, KC)",,,14.19,,,,,,,,,,,,,,,,
"Jacquizz Rodgers (RB, TB)",,,14.07,,,,,,,,,,,,,,,,
"Cody Kessler (QB, CLE)",,,14.06,,,,,,,,,,,,,,,,
"Julian Edelman (WR, NE)",,,14.05,,,,,,,,,,,,,,,,
"Mike Gillislee (RB, BUF)",,,14.02,,,,,,,,,,,,,,,,
"Jeremy Hill (RB, CIN)",,,13.97,,,,,,,,,,,,,,,,
"Isaiah Crowell (RB, CLE)",,,13.95,,,,,,,,,,,,,,,,
"Landry Jones (QB, PIT)",,,13.91,,,,,,,,,,,,,,,,
"Randall Cobb (WR, GB)",,,13.89,,,,,,,,,,,,,,,,
"Case Keenum (QB, LA)",,,13.83,,,,,,,,,,,,,,,,
"Terrelle Pryor (WR, CLE)",,,13.62,,,,,,,,,,,,,,,,
"Rob Gronkowski (TE, NE)",,,13.53,,,,,,,,,,,,,,,,
"Giovani Bernard (RB, CIN)",,,13.51,,,,,,,,,,,,,,,,
"Doug Baldwin (WR, SEA)",,,13.5,,,,,,,,,,,,,,,,
"Michael Crabtree (WR, OAK)",,,13.27,,,,,,,,,,,,,,,,
"Christine Michael (RB, SEA)",,,13.19,,,,,,,,,,,,,,,,
"Demaryius Thomas (WR, DEN)",,,12.89,,,,,,,,,,,,,,,,
"LeGarrette Blount (RB, NE)",,,12.82,,,,,,,,,,,,,,,,
"Trevor Siemian (QB, DEN)",,,12.72,,,,,,,,,,,,,,,,
"Latavius Murray (RB, OAK)",,,12.62,,,,,,,,,,,,,,,,
"Willie Snead (WR, NO)",,,12.43,,,,,,,,,,,,,,,,
"Rashad Jennings (RB, NYG)",,,12.29,,,,,,,,,,,,,,,,
"Kyle Rudolph (TE, MIN)",,,12.29,,,,,,,,,,,,,,,,
"DeSean Jackson (WR, WSH)",,,12.21,,,,,,,,,,,,,,,,
"Mike Wallace (WR, BAL)",,,12.15,,,,,,,,,,,,,,,,
"Jimmy Graham (TE, SEA)",,,12.12,,,,,,,,,,,,,,,,
"Tevin Coleman (RB, ATL)",,,12.07,,,,,,,,,,,,,,,,
"Golden Tate (WR, DET)",,,12.03,,,,,,,,,,,,,,,,
"Anquan Boldin (WR, DET)",,,11.8,,,,,,,,,,,,,,,,
"Ryan Tannehill (QB, MIA)",,,11.66,,,,,,,,,,,,,,,,
"Jordan Matthews (WR, PHI)",,,11.64,,,,,,,,,,,,,,,,
"Travis Kelce (TE, KC)",,,11.61,,,,,,,,,,,,,,,,
"Jamison Crowder (WR, WSH)",,,11.32,,,,,,,,,,,,,,,,
"Delanie Walker (TE, TEN)",,,11.23,,,,,,,,,,,,,,,,
"Kenny Britt (WR, LA)",,,11.18,,,,,,,,,,,,,,,,
"Pierre Garcon (WR, WSH)",,,11.14,,,,,,,,,,,,,,,,
"Matt Forte (RB, NYJ)",,,11.13,,,,,,,,,,,,,,,,
"Gary Barnidge (TE, CLE)",,,11.08,,,,,,,,,,,,,,,,
"Tyrell Williams (WR, SD)",,,11.07,,,,,,,,,,,,,,,,
"Brock Osweiler (QB, HOU)",,,10.98,,,,,,,,,,,,,,,,
"Jerick McKinnon (RB, MIN)",,,10.91,,,,,,,,,,,,,,,,
"Stefon Diggs (WR, MIN)",,,10.87,,,,,,,,,,,,,,,,
"Don Jackson (RB, GB)",,,10.83,,,,,,,,,,,,,,,,
"Ty Montgomery (WR, GB)",,,10.81,,,,,,,,,,,,,,,,
"Martellus Bennett (TE, NE)",,,10.73,,,,,,,,,,,,,,,,
"Geno Smith (QB, NYJ)",,,10.68,,,,,,,,,,,,,,,,
"Quincy Enunwa (WR, NYJ)",,,10.68,,,,,,,,,,,,,,,,
"Zach Miller (TE, CHI)",,,10.47,,,,,,,,,,,,,,,,
"Duke Johnson (RB, CLE)",,,10.41,,,,,,,,,,,,,,,,
"John Brown (WR, ARI)",,,10.4,,,,,,,,,,,,,,,,
"Dennis Pitta (TE, BAL)",,,10.23,,,,,,,,,,,,,,,,
"Spencer Ware (RB, KC)",,,10.22,,,,,,,,,,,,,,,,
"Zach Ertz (TE, PHI)",,,10.16,,,,,,,,,,,,,,,,
"Marquise Goodwin (WR, BUF)",,,10.11,,,,,,,,,,,,,,,,
"Jacob Tamme (TE, ATL)",,,9.99,,,,,,,,,,,,,,,,
"Allen Hurns (WR, JAC)",,,9.75,,,,,,,,,,,,,,,,
"Rishard Matthews (WR, TEN)",,,9.69,,,,,,,,,,,,,,,,
"Coby Fleener (TE, NO)",,,9.66,,,,,,,,,,,,,,,,
"Sterling Shepard (WR, NYG)",,,9.61,,,,,,,,,,,,,,,,
"T.J. Yeldon (RB, JAC)",,,9.55,,,,,,,,,,,,,,,,
"Tavon Austin (WR, LA)",,,9.4,,,,,,,,,,,,,,,,
"Dwayne Washington (RB, DET)",,,9.3,,,,,,,,,,,,,,,,
"Julius Thomas (TE, JAC)",,,9.27,,,,,,,,,,,,,,,,
"Jack Doyle (TE, IND)",,,9.22,,,,,,,,,,,,,,,,
"Arian Foster (RB, MIA)",,,9.19,,,,,,,,,,,,,,,,
"Cameron Brate (TE, TB)",,,9.1,,,,,,,,,,,,,,,,
"Charles Clay (TE, BUF)",,,9.09,,,,,,,,,,,,,,,,
"Hunter Henry (TE, SD)",,,9.01,,,,,,,,,,,,,,,,
"Shaun Draughn (RB, SF)",,,8.98,,,,,,,,,,,,,,,,
"Mike Davis (RB, SF)",,,8.98,,,,,,,,,,,,,,,,
"Sammie Coates (WR, PIT)",,,8.76,,,,,,,,,,,,,,,,
"Ryan Mathews (RB, PHI)",,,8.76,,,,,,,,,,,,,,,,
"Will Fuller (WR, HOU)",,,8.68,,,,,,,,,,,,,,,,
"Brandon LaFell (WR, CIN)",,,8.66,,,,,,,,,,,,,,,,
"Chris Ivory (RB, JAC)",,,8.57,,,,,,,,,,,,,,,,
"Jay Ajayi (RB, MIA)",,,8.57,,,,,,,,,,,,,,,,
"Brian Quick (WR, LA)",,,8.32,,,,,,,,,,,,,,,,
"C.J. Fiedorowicz (TE, HOU)",,,8.27,,,,,,,,,,,,,,,,
"Chris Hogan (WR, NE)",,,8.26,,,,,,,,,,,,,,,,
"Eric Ebron (TE, DET)",,,8.26,,,,,,,,,,,,,,,,
"DeVante Parker (WR, MIA)",,,8.13,,,,,,,,,,,,,,,,
"Antonio Gates (TE, SD)",,,8.12,,,,,,,,,,,,,,,,
"Chris Thompson (RB, WSH)",,,8.04,,,,,,,,,,,,,,,,
"Jeremy Kerley (WR, SF)",,,7.85,,,,,,,,,,,,,,,,
"Tajae Sharpe (WR, TEN)",,,7.75,,,,,,,,,,,,,,,,
"Breshad Perriman (WR, BAL)",,,7.64,,,,,,,,,,,,,,,,
"Zach Zenner (RB, DET)",,,7.63,,,,,,,,,,,,,,,,
"Michael Floyd (WR, ARI)",,,7.62,,,,,,,,,,,,,,,,
"Vernon Davis (TE, WSH)",,,7.61,,,,,,,,,,,,,,,,
"Torrey Smith (WR, SF)",,,7.49,,,,,,,,,,,,,,,,
"DeAndre Washington (RB, OAK)",,,7.47,,,,,,,,,,,,,,,,
"Lance Kendricks (TE, LA)",,,7.35,,,,,,,,,,,,,,,,
"Mohamed Sanu (WR, ATL)",,,7.24,,,,,,,,,,,,,,,,
"Jalen Richard (RB, OAK)",,,7.22,,,,,,,,,,,,,,,,
"Adam Thielen (WR, MIN)",,,7.12,,,,,,,,,,,,,,,,
"Victor Cruz (WR, NYG)",,,6.84,,,,,,,,,,,,,,,,
"Bilal Powell (RB, NYJ)",,,6.75,,,,,,,,,,,,,,,,
"Eli Rogers (WR, PIT)",,,6.75,,,,,,,,,,,,,,,,
"Derrick Henry (RB, TEN)",,,6.59,,,,,,,,,,,,,,,,
"Tyler Lockett (WR, SEA)",,,6.54,,,,,,,,,,,,,,,,
"Michael Thomas (WR, NO)",,,6.52,,,,,,,,,,,,,,,,
"Darren Sproles (RB, PHI)",,,6.47,,,,,,,,,,,,,,,,
"Darren Fells (TE, ARI)",,,6.39,,,,,,,,,,,,,,,,
"Donte Moncrief (WR, IND)",,,6.31,,,,,,,,,,,,,,,,
"Kenneth Dixon (RB, BAL)",,,6.21,,,,,,,,,,,,,,,,
"Virgil Green (TE, DEN)",,,6.2,,,,,,,,,,,,,,,,
"Clive Walford (TE, OAK)",,,6.19,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
