ben roethlisberger,34,20.29,0,9.34,
deangelo williams,12,2.5,1,2.42,
darrius heywardbey,10,0.72,2,0.90,
david johnson,10,0.42,3,0.47,
antonio brown,39,17.83,2,11.90,
ladarius green,13,7.64,3,7.18,
leveon bell,40,20.54,1,10.66,
landry jones,20,0.81,0,0.57,
cobi hamilton,10,0.82,2,0.82,
zach mettenberger,20,0,0,0,
roosevelt nix,10,0.72,1,0.80,
xavier grimble,10,0.2,3,0.37,
fitzgerald toussaint,10,1.43,1,1.86,
sammie coates,12,4.23,2,4.07,
jesse james,10,3.61,3,2.99,
eli rogers,11,4.04,2,3.36,
reggie bush,10,0.88,1,1.04,
jerome felton,10,0.43,1,0.42,
lesean mccoy,35,15.99,1,9.97,
brandon tate,10,0.83,2,0.90,
charles clay,11,4.97,3,4.66,
tyrod taylor,29,18.1,0,7.54,
ej manuel,20,0.39,0,0.49,
justin hunter,10,2.84,2,3.51,
robert woods,14,8.1,2,5.83,
marquise goodwin,11,4.26,2,4.68,
mike gillislee,16,2.89,1,3.81,
sammy watkins,19,10.5,2,9.99,
nick oleary,10,0.93,3,0.79,
dezmin lewis,10,-0.04,2,0.15,
jonathan williams,10,0.53,1,0.64,
pittsburgh,14,6.330,4,5.47,
buffalo,13,6.195,4,4.83,
gerald christian,10,0.53,3,0.67,
justin forsett,10,4.01,1,7.35,
jordan norwood,10,0.79,2,1.02,
demaryius thomas,22,13.02,2,9.11,
emmanuel sanders,24,11.87,2,8.14,
virgil green,10,3.28,3,3.29,
austin davis,20,0,0,0,
marlon brown,10,0.89,2,0.98,
cody latimer,10,0.74,2,0.80,
bennie fowler,10,1.93,2,1.88,
juwan thompson,10,0.45,1,0.62,
jeff heuerman,10,0.84,3,0.84,
aj derby,10,4.55,3,4.44,
trevor siemian,27,15.44,0,8.84,
jordan taylor,10,0.75,2,0.74,
paxton lynch,21,0.79,0,0.58,
devontae booker,18,11.68,1,10.87,
matt cassel,20,0.03,0,0.15,
anthony fasano,10,2.11,3,2.29,
delanie walker,22,8.14,3,6.61,
harry douglas,10,0.87,2,1.00,
marc mariani,10,0.82,2,0.79,
demarco murray,34,16.39,1,11.27,
kendall wright,10,4.24,2,4.06,
rishard matthews,18,9.83,2,8.69,
phillip supernaw,10,0.74,3,0.67,
jace amaro,10,2.27,3,2.04,
antonio andrews,10,0.47,1,0.84,
marcus mariota,32,17.21,0,8.25,
jalston fowler,10,0.68,1,0.76,
tre mcbride,10,0.82,2,0.79,
derrick henry,14,5.23,1,5.75,
tajae sharpe,11,3.6,2,3.42,
denver,19,7.565,4,5.85,
tennessee,14,7.510,4,5.40,
kalif raymond,10,0.89,2,0.98,
drew brees,40,21.74,0,9.06,
luke mccown,20,0.87,0,0.73,
john kuhn,10,0.53,1,0.57,
tim hightower,16,8.19,1,7.16,
john phillips,10,0.46,3,0.57,
mark ingram,25,12.96,1,8.01,
coby fleener,14,7.75,3,5.90,
travaris cadet,10,1.09,1,1.18,
brandin cooks,27,12.03,2,7.53,
brandon coleman,11,0.88,2,0.87,
willie snead,21,9.23,2,6.64,
marcus murphy,10,0.28,1,0.49,
michael thomas,27,10.97,2,8.19,
daniel lasco,10,0.15,1,0.34,
tommylee lewis,10,0.34,2,0.54,
jake lampman,10,1.03,2,1.14,
brandon myers,10,0.53,3,0.71,
luke stocker,10,0.97,3,1.24,
jacquizz rodgers,15,6.41,1,6.97,
doug martin,23,12.33,1,10.08,
mike glennon,20,0.22,0,0.28,
russell shepard,10,3.03,2,2.99,
mike evans,40,18.13,2,10.81,
freddie martino,10,0.82,2,0.87,
cameron brate,18,7.64,3,6.44,
jameis winston,31,20.07,0,7.52,
adam humphries,13,0,2,0,
peyton barber,10,2.19,1,2.04,
alan cross,10,0.32,3,0.37,
charles sims,10,3.18,1,3.50,
new orleans,13,5.930,4,5.38,
tampa bay,16,5.840,4,4.90,
vernon davis,13,5.94,3,5.08,
desean jackson,17,9.14,2,6.73,
pierre garcon,15,10.89,2,8.54,
colt mccoy,20,0.81,0,0.67,
kirk cousins,33,20.49,0,9.07,
derek carrier,10,0.29,3,0.39,
jordan reed,24,6.13,3,4.50,
chris thompson,13,4.95,1,4.26,
rashad ross,10,0.39,2,0.61,
ryan grant,10,0.21,2,0.25,
matt jones,10,1.47,1,1.69,
jamison crowder,22,11.52,2,7.69,
maurice harris,10,0.62,2,0.60,
rob kelley,19,12.36,1,9.50,
darren sproles,15,9.82,1,6.99,
brent celek,10,2.72,3,2.55,
chase daniel,20,1.06,0,0.73,
ryan mathews,15,5.83,1,5.68,
zach ertz,15,8.02,3,7.29,
kenjon barner,10,0.33,1,0.38,
jordan matthews,17,9.83,2,7.86,
trey burton,10,3.31,3,3.45,
nelson agholor,10,5.99,2,5.70,
dorial greenbeckham,14,5.29,2,5.31,
carson wentz,23,13.92,0,7.97,
wendell smallwood,13,5.38,1,4.69,
paul turner,11,0.64,2,0.71,
bryce treggs,10,1.88,2,1.92,
washington,13,7.185,4,5.62,
philadelphia,15,5.720,4,5.40,
carson palmer,27,15.91,0,7.39,
larry fitzgerald,27,15.03,2,8.94,
drew stanton,20,0.33,0,0.45,
jermaine gresham,10,5.14,3,4.30,
michael floyd,13,4.83,2,4.42,
brittan golden,10,0.51,2,0.54,
darren fells,10,2.39,3,2.78,
stepfan taylor,10,0.46,1,0.72,
andre ellington,10,3.09,1,2.97,
kerwynn williams,10,0.62,1,0.62,
john brown,13,4.12,2,3.73,
david johnson,40,24.68,1,11.25,
jj nelson,10,6,2,7.29,
hakeem valles,10,0.01,3,0.02,
matt moore,20,0.89,0,0.69,
ryan tannehill,25,13.19,0,6.60,
dominique jones,10,2.63,3,2.74,
dion sims,10,4.66,3,3.87,
kenny stills,13,5,2,4.3,
marqueis gray,10,0.7,3,0.8,
jarvis landry,19,12.7,2,9.1,
damien williams,11,1.64,1,1.73,
devante parker,18,8.6,2,5.36,
jay ajayi,25,13.01,1,10.30,
kenyan drake,10,1.26,1,1.37,
leonte carroo,10,0.79,2,0.85,
jakeem grant,10,-0.04,2,0.15,
arizona,14,8.640,4,5.38,
miami,18,8.570,4,5.09,
antonio gates,20,7.18,3,6.52,
philip rivers,34,16.9,0,6.6,
kellen clemens,20,0.32,0,0.42,
dontrelle inman,19,5.02,2,4.67,
ronnie hillman,10,0.37,1,0.49,
travis benjamin,12,6.17,2,5.13,
sean mcgrath,10,0.85,3,0.69,
isaiah burse,10,-0.04,2,0.15,
jeremy butler,10,0.34,2,0.58,
cleveland,10,0.58,3,0.60,
melvin gordon,33,16.67,1,9.47,
geremy davis,10,0.9,2,1.05,
tyrell williams,24,12.04,2,8.07,
hunter henry,13,6.31,3,5.08,
derek watt,10,0.75,1,0.80,
kenneth farrow,10,1.21,1,1.88,
derek anderson,20,0.46,0,0.59,
ted ginn,13,4.17,2,4.04,
greg olsen,21,10.59,3,8.35,
jonathan stewart,21,8.48,1,5.93,
mike tolbert,10,0.57,1,0.90,
ed dickson,10,1.48,3,1.68,
joe webb,20,0,0,0,
cam newton,30,17.35,0,11.26,
brenton bersin,10,2.3,2,2.19,
fozzy whittaker,10,5.3,1,4.81,
kelvin benjamin,19,10.24,2,7.50,
devin funchess,10,3.32,2,3.15,
cameron artispayne,10,0.67,1,0.80,
san diego,19,7.930,4,5.32,
carolina,16,8.040,4,7.04,
cedric peerman,10,1.57,1,1.49,
brandon lafell,17,10.06,2,7.35,
andy dalton,32,19.44,0,7.92,
tyler eifert,23,11.28,3,12.31,
rex burkhead,10,4.93,1,4.53,
jeremy hill,27,14.71,1,10.59,
aj mccarron,20,0.86,0,0.71,
james wright,10,0.41,2,0.52,
tyler kroft,10,1.94,3,1.95,
cj uzomah,10,0.57,3,0.71,
tyler boyd,20,10.07,2,8.17,
cody core,10,0.92,2,1.15,
alex erickson,10,0.76,2,0.84,
josh mccown,21,0.64,0,0.54,
gary barnidge,12,6.68,3,5.07,
andrew hawkins,10,4.52,2,4.00,
terrelle pryor,22,12.76,2,8.16,
isaiah crowell,19,11.6,1,7.02,
duke johnson,13,7.25,1,5.84,
randall telfer,10,0.14,3,0.31,
corey coleman,15,4.34,2,4.33,
cody kessler,21,0.65,0,0.62,
ricardo louis,10,0.34,2,0.42,
seth devalve,10,1.03,3,0.88,
jordan payton,10,0,2,0,
kevin hogan,20,0,0,0,
rashard higgins,10,0.74,2,0.73,
robert griffin iii,21,13.08,0,10.65,
glenn winston,10,0,1,0,
cincinnati,16,9.760,4,5.43,
cleveland,10,4.790,4,3.24,
eddie royal,10,0,2,0,
logan paulsen,10,0.6,3,1.16,
deonte thompson,10,0.58,2,0.91,
matt barkley,25,15.59,0,8.12,
marquess wilson,16,3.14,2,4.01,
kadeem carey,10,2.06,1,2.09,
jeremy langford,11,3.31,1,3.90,
cameron meredith,11,7.06,2,6.42,
jordan howard,26,15.29,1,9.92,
ben braunecker,10,0.44,3,0.54,
anquan boldin,18,8.12,2,5.58,
dan orlovsky,20,0.8,0,0.7,
matthew mulligan,10,0.74,3,0.67,
matthew stafford,31,20.85,0,9.21,
golden tate,24,12.37,2,9.01,
andre roberts,10,0.74,2,0.83,
clay harbor,10,0.4,3,0.51,
marvin jones,16,9.14,2,6.55,
theo riddick,19,10.61,1,10.08,
eric ebron,17,7.49,3,7.15,
michael burton,10,0.38,1,0.56,
zach zenner,10,1.78,1,1.86,
washington,10,4.66,1,2.65,
chicago,10,6.360,4,4.97,
detroit,16,8.55,4,5.13,
brandon pettigrew,10,0,3,0,
brandon weeden,20,0,0,0,
brock osweiler,23,13.78,0,6.59,
lamar miller,23,13.34,1,8.53,
jonathan grimes,10,1.25,1,2.13,
deandre hopkins,18,11.99,2,8.63,
ryan griffin,10,4.02,3,5.10,
cj fiedorowicz,15,7.66,3,7.00,
tom savage,20,1.01,0,0.72,
alfred blue,10,3.24,1,3.95,
jay prosch,10,0.69,1,0.76,
jaelen strong,10,0,2,0,
keith mumphery,10,0.38,2,0.58,
akeem hunt,10,0.27,1,0.39,
braxton miller,10,0,2,0,
tyler ervin,10,0.96,1,1.03,
stephen anderson,10,0.88,3,0.87,
frank gore,20,12.44,1,8.14,
jordan todman,10,0.47,1,0.63,
scott tolzien,21,0.45,0,0.43,
andrew luck,31,19.05,0,8.48,
dwayne allen,11,4.83,3,3.99,
ty hilton,24,13.88,2,9.67,
robert turbin,10,2.84,1,3.23,
jack doyle,10,7.17,3,5.96,
donte moncrief,18,9.57,2,7.10,
erik swoope,10,0.8,3,0.92,
phillip dorsett,10,4.83,2,3.98,
josh ferguson,10,0.93,1,0.96,
chester rogers,10,0.8,2,1.02,
houston,13,6.410,4,4.89,
indianapolis,17,7.75,4,4.77,
shaun hill,22,0.65,0,0.47,
sam bradford,23,14.57,0,7.69,
kyle rudolph,14,8.89,3,7.02,
matt asiata,13,6.72,1,5.68,
jarius wright,10,0.98,2,0.92,
rhett ellison,10,0.36,3,0.46,
cordarrelle patterson,13,3.93,2,3.48,
charles johnson,10,1.16,2,1.33,
zach line,10,0.31,1,0.38,
adam thielen,13,9.14,2,7.32,
jerick mckinnon,12,6.43,1,6.62,
stefon diggs,23,13.69,2,9.30,
laquon treadwell,10,0.62,2,0.81,
david morgan,10,0.64,3,0.62,
chad henne,20,0.82,0,0.64,
arrelious benn,10,0.74,2,0.96,
chris ivory,14,5.49,1,5.30,
bryan walters,10,0.56,2,0.65,
julius thomas,11,0,3,0,
denard robinson,11,0,1,0,
blake bortles,21,12.44,0,7.27,
marqise lee,12,7.12,2,5.37,
allen robinson,16,10.78,2,7.86,
allen hurns,10,0,2,0,
tj yeldon,12,7.63,1,5.46,
ben koyack,10,2.2,3,2.43,
corey grant,10,0.41,1,0.44,
alex ellis,10,0.6,3,0.57,
minnesota,21,10.610,4,4.26,
jacksonville,11,6.870,4,4.77,
ryan fitzpatrick,24,0.82,0,0.47,
brandon marshall,25,11.83,2,9.65,
matt forte,28,16.32,1,9.30,
cj spiller,10,0,1,0,
bilal powell,11,5.75,1,5.02,
jeremy ross,10,0,2,0,
brandon bostick,10,1.04,3,1.26,
austin seferianjenkins,10,3.83,3,4.07,
quincy enunwa,15,5.46,2,4.59,
devin smith,10,0.95,2,1.04,
bryce petty,20,12.58,0,7.25,
christian hackenberg,20,0,0,0,
charone peake,10,0.38,2,0.34,
robby anderson,10,3.68,2,3.09,
jalin marshall,10,0.58,2,0.59,
blaine gabbert,21,1.1,0,0.71,
christian ponder,20,0,0,0,
colin kaepernick,33,18.95,0,8.95,
torrey smith,11,3.79,2,3.84,
jeremy kerley,13,6.73,2,6.09,
dujuan harris,10,1.34,1,1.41,
shaun draughn,11,5.2,1,5.66,
garrett celek,10,2.32,3,2.34,
rod streater,10,0.63,2,0.64,
vance mcdonald,14,5.76,3,5.45,
quinton patton,11,2.69,2,2.63,
carlos hyde,22,12.36,1,9.70,
jeron hamm,10,0.61,3,0.70,
blake bell,10,0.02,3,0.07,
mike davis,10,0.85,1,1.15,
chris harper,10,0.8,2,0.79,
aaron burbridge,10,0.16,2,0.20,
new york jets,11,5.90,4,5.0,
san francisco,12,7.330,4,5.24,
matt schaub,20,0.78,0,0.73,
eric weems,10,1.08,2,1.18,
matt ryan,37,20.64,0,7.91,
julio jones,37,7.21,2,7.19,
aldrick robinson,10,0.64,2,0.83,
patrick dimarco,10,1.2,1,1.54,
mohamed sanu,12,0,2,0,
levine toilolo,10,2.98,3,3.30,
devonta freeman,27,17.92,1,10.57,
taylor gabriel,18,10.16,2,8.28,
tevin coleman,18,11.29,1,7.37,
justin hardy,10,3.98,2,4.10,
terron ward,10,2.29,1,2.48,
austin hooper,11,5.46,3,5.12,
joshua perkins,10,0.01,3,0.02,
kenny britt,22,12.29,2,8.55,
lance kendricks,13,5.43,3,4.81,
chase reynolds,10,0.56,1,0.50,
brian quick,13,6.09,2,4.62,
cory harkey,10,0.72,3,0.79,
case keenum,20,0.7,0,0.55,
tavon austin,12,5.72,2,5.14,
benny cunningham,10,0,1,0,
todd gurley,20,12.53,1,8.38,
sean mannion,20,0,0,0,
malcolm brown,10,0.54,1,0.62,
bradley marquez,10,0.35,2,0.39,
jared goff,25,11.54,0,5.89,
tyler higbee,10,0.02,3,0.05,
pharoh cooper,10,1.79,2,1.85,
mike thomas,10,-0.04,2,0.15,
atlanta,17,8.570,4,5.21,
los angeles,13,4.435,4,2.39,
jimmy graham,24,10.25,3,7.19,
doug baldwin,27,13.45,2,10.19,
russell wilson,32,20.76,0,7.22,
jermaine kearse,11,3.99,2,4.17,
luke willson,10,1.66,3,1.74,
brandon williams,10,0.52,3,0.68,
paul richardson,10,2.25,2,3.02,
tyler lockett,14,4.77,2,4.66,
thomas rawls,24,14.02,1,8.79,
george farmer,10,0.27,1,0.55,
nick vannett,10,0.35,3,0.41,
alex collins,10,0.27,1,0.33,
trevone boykin,20,0.31,0,0.36,
tanner mcevoy,10,0.89,2,1.17,
troymaine pope,10,2.09,1,3.60,
aaron rodgers,38,20.3,0,9.91,
jordy nelson,29,13.22,2,8.82,
jared cook,11,5.96,3,5.76,
james starks,12,4.13,1,2.67,
randall cobb,18,10.2,2,7.54,
christine michael,10,6.1,1,5.31,
davante adams,26,9.16,2,7.00,
richard rodgers,10,2.62,3,2.71,
jeff janis,10,0.73,2,0.75,
ty montgomery,12,6.13,2,5.23,
brett hundley,20,0.05,0,0.19,
aaron ripkowski,10,0.86,1,0.97,
trevor davis,10,0.66,2,1.06,
joe kerridge,10,0.57,1,0.65,
geronimo allison,10,0.71,2,0.75,
seattle,16,7.905,4,4.79,
green bay,10,5.720,4,4.56,
jason witten,17,7.81,3,5.89,
tony romo,29,0.65,0,0.60,
mark sanchez,20,0,0,0,
dez bryant,26,14.85,2,10.36,
alfred morris,14,4.67,1,5.07,
cole beasley,17,9.56,2,8.72,
lance dunbar,10,1.11,1,1.26,
gavin escobar,10,0.68,3,0.68,
terrance williams,13,4.22,2,3.69,
brice butler,10,2.4,2,2.24,
keith smith,10,0.36,1,0.46,
vince mayle,10,1.04,2,1.09,
lucky whitehead,10,0,2,0,
ezekiel elliott,40,20.71,1,11.42,
dak prescott,31,18.24,0,8.25,
eli manning,30,18.23,0,7.47,
josh johnson,20,0,0,0,
rashad jennings,14,10.94,1,7.64,
victor cruz,11,5.48,2,5.20,
dwayne harris,10,0.7,2,0.69,
larry donnell,10,1.47,3,1.76,
bobby rainey,10,1.36,1,1.45,
ryan nassib,20,0.96,0,0.70,
tavarres king,10,0.1,2,0.34,
odell beckham,36,18.75,2,12.92,
will tye,10,5.66,3,5.19,
sterling shepard,15,8.5,2,7.17,
paul perkins,12,5.94,1,5.68,
jerell adams,10,0.62,3,0.66,
roger lewis,10,0.73,2,0.80,
shane vereen,10,1.64,1,1.65,
will johnson,10,0.73,1,0.68,
dallas,13,6.720,4,4.00,
new york giants,14,5.55,4,5.07,
steve smith,17,9.62,2,7.96,
devin hester,10,0.63,2,0.59,
joe flacco,26,14.48,0,6.41,
mike wallace,19,9.08,2,6.83,
dennis pitta,13,7.28,3,6.02,
ryan mallett,20,0.45,0,0.48,
kamar aiken,10,0.62,2,0.74,
kyle juszczyk,10,0.51,1,0.52,
terrance west,15,9.31,1,6.30,
crockett gillmore,10,1.45,3,1.58,
lorenzo taliaferro,10,0.22,1,0.31,
breshad perriman,11,2.64,2,2.67,
javorius allen,10,1.33,1,1.44,
nick boyle,10,0.5,3,0.51,
chris moore,10,0.23,2,0.27,
kenneth dixon,14,7.4,1,5.88,
chris matthews,10,0.63,2,0.59,
tom brady,37,21.25,0,9.83,
martellus bennett,16,7.66,3,6.47,
danny amendola,10,4.42,2,4.73,
julian edelman,22,12.21,2,10.86,
legarrette blount,24,12.08,1,9.37,
james develin,10,0.07,1,0.21,
dion lewis,16,6.28,1,5.84,
chris hogan,14,4.91,2,4.38,
brandon bolden,10,0.59,1,0.70,
jimmy garoppolo,20,0.44,0,0.60,
james white,13,6.3,1,5.66,
malcolm mitchell,18,9.28,2,7.37,
greg scruggs,10,0.63,3,0.66,
baltimore,14,5.935,4,5.14,
new england,17,9.120,4,4.62,
